Id,File No.,Permit Code,Ranking No,New Permit No,APPLICANT NAME,POSTAL ADDRESS,Email,Tell 1,Tell 2,Region,DISTRICT,WARD,STREET/VILLAGE,Source,Source Name,Purpose Description (Water Use),Water Use Category,Approved (l/s),Requested Amount (l/s),Source Capacity (l/s),Amount  returned (l/s),Latitude (Decimal degree),Longitude (Decimal degree),Intake GPS Location Name,Application Date,Permit History,Permit Type,Permit Activity,Issue Date,Permit Duration (Days),Expire Date,Permit Validity Period,Permit Status,Review No,Permit Review 1 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Permit Review 3 Issue Date,Permit Duration,Expire Date,Permit Validity Period,Permit Status,Pangani Mainstem,WUA,
2748,11102463,1110,2463,11102463,NYONGE AMANI PETRO,"P.O. BOX 275, MYAMBA",nyongeamani2013@gmail.com,2.55656E+11,,KILIMANJARO,SAME,,KAMBENI,Spring,Goru,Individual,Domestic,0.2,,,,,,KAMBENI,8-Jul-20,New,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
1133,141095,1110,1095,11101095,SERIKALI YA KIJIJI CHA GOLOGOLO,P.O.BOX 60 LUSHOTO,,,,Tanga,LUSHOTO,,Gologolo,Spring,GREWAL ,CBWSO,Community Water Supply ,,,,,414878,,Gologolo,20-Jul-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,,
370,140155,1110,155,11100155,HEADMASTER HEDARU SEC SCHOOL,p. O Box 75 Hedaru,,,,Kilimanjaro,SAME,Hedaru,Hedaru,Spring,Gundu,Domestic,Institution,20,,,,95061,3790,Hedaru,11-Apr-96,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,pangani juu,
2595,11102338,1110,2338,11102338,M/KITI KIKUNDI CHA WATUMIA MAJI KAMNG'ARO,PO BOX 10 HEDARU,,2.55659E+11,,Kilimanjaro,SAME,,GUNDU-SINE,Spring,GUNDU NZIA YA KITALA STREAM,CBWSO,Community Water Supply ,1,,,,,,GUNDU-SINE,14-Sep-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,,
2596,11102339,1110,2339,11102339,SEFU SAFIELI,P.O.BOX 10 HEDARU,,2.55674E+11,,Kilimanjaro,SAME,,GUNDU-SINE,Spring,GUNDU NZIA YA KITALA STREAM,Individual,Domestic,0.3,,,,380927,9528019,GUNDU-SINE,27-Sep-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,,
2324,2109,1110,2109,11102109,MRS. BISA FANUEL,P.O. Usa River,,,,Arusha,ARUSHA,Songoro,Sura,Spring,HAKRWITO ,DOMESTIC & IRRIGATION,Irrigation,0.05,,,,96317,2551,Sura,2-Jul-62,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,themi,
53,140053,1110,53,11100053,K.K.K.T USHARIKA WA KIYUNGI,P.O.BOX 8565 Moshi,,,,Kilimanjaro,HAI,Machame South,Longoi Kati,Spring,Halifan,Domestic,Institution,31.53,,,,96190,3060,Longoi Kati,10-Nov-93,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
638,140413,1110,413,11100413,M/KITI MRADI WAMAJI LUKOZI,Box 195  Lushoto,,2.55783E+11,,Tanga,Lushoto,Shume,Hambalawei,Spring,Hambalawei,CBWSO,Community Water Supply ,17,,,,94823,4182,Hambalawei,2-Jul-02,Water Right,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,,
3452,4017,1110,4017,11104017,PANGANI DISTRICT COUNCIL,Box 89 Pangaani,,,,Tanga,PANGANI,Tungamaa,Langoni,Spring,HAMBUNI ,DOMESTIC,Village,2.508,,,,93951,4894,Langoni,4-Nov-71,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani chini,
137,140217,1110,217,11100217,MR GILBERT JOEL MAEDA,Box 1335 Arusha,,,,Arusha,ARUMERU,Poli,NAIC,Spring,Hays,"Domestic, Irrigation",Irrigation,0.56,,,,96280,2595,NAIC,10-Jun-91,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
268,140927,1110,927,11100927,M/KITI MFEREJI WA SUHUNY,"P.O Box 7
Sanya Juu",,,,Kilimanjaro,Siha,,suhuny,Spring,Hehe,Small Scale Irrigation,Irrigation,25,,,,,,suhuny,2-Jan-09,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Sanya,
2594,11102337,1110,2337,11102337,M/KITI KIKUNDI CHA WATUMIA MAJI HEIKUNGU,P.O.BOX 30 HEDARU,,2.55752E+11,,Kilimanjaro,SAME,,GUNDU-SINE,Spring,HEIKUNGU SPRING,CBWSO,Community Water Supply ,0.3,,,,,,GUNDU-SINE,27-Sep-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,,
2731,11102448,1110,2448,11102448,KIKUNDI CHA HEIVUMO,"P.O. BOX 275, MYAMBA",,2.55719E+11,,KILIMANJARO,SAME,,KAMBENI,Spring,Heivumo,Large Scale Irrigation,Irrigation,15,,,,,,KAMBENI,15-Jul-20,New,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,saseni,
2727,11102445,1110,2445,11102445,MSHIHWI MARINDI,"P.O. BOX 275, MYAMBA",,2.55716E+11,,Kilimanjaro,SAME,,KAMBENI,Spring,Hemasasavo,Small Scale Irrigation,Irrigation,13,,,,,,KAMBENI,8-Jul-20,New,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,saseni,
2680,11102406,1110,2406,11102406,Shule ya Msingi Mgwasi,"P.O.BOX 4, Makanya",,2.55786E+11,,Kilimanjaro,Same,,Mgwasi,Spring,Hemasiku,Institution,Community Water Supply ,1,,,,,,Mgwasi,19-Feb-20,New,Water Use Permit,Active,29-Jul-20,1826.25,29-Jul-25,164.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
2747,11102462,1110,2462,11102462,YONA SEMU MJEMA,"P.O. BOX 275, MYAMBA",,2.55716E+11,,KILIMANJARO,SAME,,KAMBENI,Spring,Hemchengo,Small Scale Irrigation,Irrigation,5,,,,,,KAMBENI,8-Jul-20,New,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
1071,141034,1110,1034,11101034,M/Kiti WUA Hemikuyu VUGA,P.O.Box 9 Hedaru,,784307194,,Kilimanjaro,Same,,Gavao Saweni,Spring,Hemikuyu Vuga,Small Scale Irrigation,Irrigation,0.5,,,,,,Gavao Saweni,19-May-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,Pangani Juu,
2735,11102452,1110,2452,11102452,KIKUNDI CHA HEMIRORI MSHIHWI,"P.O. BOX 275, MYAMBA",,2.55656E+11,,KILIMANJARO,SAME,,KAMBENI,Spring,Hemirori Mshihwi,Small Scale Irrigation,Irrigation,0.1,,,,,,KAMBENI,8-Jul-20,New,Water Use Permit,Active,2-Feb-21,1826.25,2-Feb-26,352.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,saseni,
2905,11102601,1110,2601,11102601,CATHOLIC DIOCESE OF SAME: BWAMBO HEALTH CENTRE,8 SAME,,2.55674E+11,,Kilimanjaro,Same,,Bwambo,Spring,Heng'andu,Institution,Community Water Supply ,1,,,,,,Bwambo,5-Feb-21,New,Water Use Permit,Active,5-May-21,1826.25,5-May-26,444.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
1286,141219,1110,1219,11101219,M/KITI MRADI WA MAJI SAFI MPURUZI-KITALA,po box 20 suji-same,,,,Kilimanjaro,SAME,,mpurusi,Spring,HENVERA ,CBWSO,Community Water Supply ,1,,,,,,mpurusi,23-Jan-14,New,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,,
1195,141150,1110,1150,11101150,JONATHAN MANGARE,po box 10 hedaru,,,,Kilimanjaro,SAME,,kijomu,Spring,HERIOKO KAMUNGO ,Individual,Community Water Supply ,0.5,,,,,,kijomu,1-Jan-14,New,Water Use Permit,Active,29-Jul-20,1826.25,29-Jul-25,164.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,Pangani juu,
62,140062,1110,62,11100062,ALOIS S. KITTAU,P.O.Box 1633 Moshi,,,,Kilimanjaro,MOSHI,,Kirima juu,Spring,Herman J. ,Domestic,Individual,0.17,,,,96392,3114,Kirima juu,16-Nov-93,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
743,140559,1110,559,11100559,VILLAGE OF MDAWI REG. 95,P.O. Box 1235 Moshi,,,,Kilimanjaro,Moshi,,Huyamkombo Mdawi,Spring,Huyamkombo,CBWSO,Community Water Supply ,2,,,,,,Huyamkombo Mdawi,30-Jun-03,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
3460,4028,1110,4028,11104028,THE DISTRICT DEVELOPMENT DIRECTOR,"Box 1, Same",,,,Kilimanjaro,SAME,Njoro,Vumari,Spring,IKONGWE ,DOMESTIC & LIVESTOCK,Village,0.47,,,,95570,3600,Vumari,8-Dec-72,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
2537,11102291,1110,2291,11102291,WILLIAM JEBRA MVATI,P.O.BOX 2199 SAME,willymvaty@yahoo.com,2.55755E+11,787650334,Kilimanjaro,SAME,,VUMARI,Spring,IKONGWE STREAM,Individual,Domestic,1,,,,,,VUMARI,29-Jul-19,New,Water Use Permit,Active,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu,
26,140025,1110,25,11100025,KIJIJI CHA ILKUROT,Box 629 Arusha,,,,Arusha,ARUMERU,Olkokola,Meru Forest,Spring,Injoroi,Domestic,Village,1.27,,,,96421,2470,Meru Forest,18-Oct-93,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Themi,
1349,1279,1110,1279,11101279,GOMBA ESTATE LTD,Box 1179 Arusha,,,,Arusha,ARUSHA,Mlangarini,Nduruma Estate,Spring,ISACK ,IRRIGATION,Company,56.6,,,,96238,2535,Nduruma Estate,22-Jan-01,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Nduruma,
851,140669,1110,669,11100669,C/MAN MAGDARISHO SUB. VILLAGE WATER PROJECT,P.O.BOX 86 USA RIVER,,,,Kilimanjaro,Arumeru,,MAGDARISHO,Spring,ISIDORI,CBWSO,Community Water Supply ,1.42,,,,,,MAGDARISHO,8-Oct-03,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa Juu,
1404,141317,1110,1317,11101317,M/KITI MFEREJI WA ODEREA MATERE,P.O.Box 3041 Moshi,,2.55754E+11,762237490,Kilimanjaro,Mopshi,,KIBOSHO,Spring,ISIYE ,Small Scale Irrigation,Irrigation,10,,,,,,KIBOSHO,15-Nov-16,New,Water Use Permit,Active,15-Nov-16,1826.25,15-Nov-21,-1187.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
660,140435,1110,435,11100435,KIVULINI WATER USERS CO-OPERATIVE SOCIETY,Box 225 Mwanga,,719778398,,Kilimanjaro,Mwanga,Kileo,Kileo,Spring,Ivonokwa-Mtindi,Domestic,Community Group,200,,,,96166,3435,Kileo,24-Jul-01,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Himo,
686,140461,1110,461,11100461,BIRGIT DAGMAR SCHWENDT,Box  225 Usa River,,,,Arusha,Arumeru,Maji ya Chai,Ngurudoto,Spring,Jamara ,Irrigation,Individual,0.2,,,,96365,2636,Ngurudoto,5-Dec-02,Water Right,Water Right,Inactive,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa juu,
2998,11102683,1110,2683,11102683,Watumia Maji Juma Spring Group,1003 Moshi,,2.55652E+11,2.55754E+11,Kilimanjaro,Moshi,,Korini Kusini,Spring,Juma,CBWSO,Community Water Supply ,2,,,,,,Korini Kusini,22-Oct-21,New,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,rau,
59,140059,1110,59,11100059,DR.JONAS PAUL KIPOKOLA,P.O.BOX 71526 DSM.,,,,Kilimanjaro,MOSHI,,Mkyashi Kilema,Spring,Kachimbo,Domestic,Individual,0.13,,,,96346,32222,Mkyashi Kilema,22-Jan-94,Water Right,Water Right,Closed,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa ya juu,
597,140357,1110,357,11100357,HEADMASTER KISHUMUNDU SECONDARY SCHOOL,Box 14077 Moshi,,,,Kilimanjaro,Moshi,Uru East,Kishumundu,Spring,Kachini,Domestic,Institution,1,,,,96374,3187,Kishumundu,6-May-99,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
1320,141249,1110,1249,11101249,MANAGING DIRECTOR MOSHI URBAN WATER SUPPLY AND SANITATION AUTHORITY,PO BOX 1001 MOSHI,info@muwsa.or.tz,272751164,,Kilimanjaro,MOSHI,,moshi municipal,Spring,KALOLENI (GOA) ,Urban Water Utilities Class A,Community Water Supply ,5,,,,9626732,316180,moshi municipal,1-Jan-14,New,Water Use Permit,Active,1-Jan-14,1826.25,1-Jan-19,-2236.75,Expired,141249,29-Jul-20,1826.25,29-Jul-25,164.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
464,11102767,1110,2767,11102767,ROMBO WATER SUPPLY AND SANITATION AUTHORITY ,Box 244 Mkuu Rombo,md@rombowssa.go.tz,027-2790027,,Kilimanjaro,Rombo,,Mbomai,Spring,Kamdawi,Urban Water Utilities Class A,Community Water Supply ,5,,,,,,Mbomai,2-Feb-22,New,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
901,140750,1110,750,11100750,CHAIRMAN TECOSO,P.O. BOX 8192 MOSHI,isdory_tarimo@yahoo.com,2.55785E+11,,Kilimanjaro,Rombo,,Nanjara,Spring,Kamdawi,Small Scale Irrigation,Irrigation,2.7,,,,,,Nanjara,1-Nov-13,Water Right,Water Use Permit,Active,1-Nov-13,1826.25,1-Nov-18,-2297.75,Expired,140750,11-Jun-20,1826.25,11-Jun-25,116.25,Valid,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
3092,11102767,1110,2767,11102767,ROMBO WATER SUPPLY AND SANITATION AUTHORITY ,Box 244 Mkuu Rombo,md@rombowssa.go.tz,027-2790027,,Kilimanjaro,Rombo,,Mbomai,Spring,Kamdawi,Urban Water Utilities Class A,Community Water Supply ,5,,,,,,Mbomai,2-Feb-22,New,Water Use Permit,Active,25-May-22,1826.25,25-May-27,829.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
833,140651,1110,651,11100651,ADILI ALINIPENDA MTERA,P.O. BOX 244 Same,,2.55784E+11,,Kilimanjaro,Same,,Mhero,Spring,kamitango,Small Scale Irrigation,Irrigation,1.3,,,,,,Mhero,15-Jul-11,Water Right,Water Use Permit,Active,1-Jan-14,1826.25,1-Jan-19,-2236.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,Panagani Juu,
1668,11101558,1110,1558,11101558,IBRAHIM JONATHAAN MANGARE,P.O.Box 10 Hedaru,,2.55767E+11,,Kilimanjaro,SAME,,Hedaru,Spring,KAMUNGO ,Individual,Domestic,0.5,,,,,,Hedaru,28-Dec-15,New,Water Use Permit,Active,17-Dec-19,1826.25,16-Dec-24,-60.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Pangani Mainstem,pangani juu ,
866,140684,1110,684,11100684,M/KITI MFEREJI WA KENGELE (USOKALWANGIMA),"P.O.BOX 153, Hai",,2.55756E+11,,Kilimanjaro,Hai,,Kware,Spring,Kamwa,Small Scale Irrigation,Irrigation,10,,,,,,Kware,22-Aug-11,Water Right,Water Use Permit,Active,1-Nov-13,1826.25,1-Nov-18,-2297.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kware,
1928,11101772,1110,1772,11101772,SAMWEL NYARI YOHANA,P.O.BOX 10 Hedaru,,2.55786E+11,,Kilimanjaro,SAME,,Vunta vilage,Spring,KANDORO ,Individual,Domestic,1,,,,,,Vunta vilage,27-Jul-17,New,Water Use Permit,Active,25-May-18,1826.25,25-May-23,-631.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,,
726,140539,1110,539,11100539,MAKUMIRA SECONDARY SCHOOL,P.O. BOX 98 USA RIVER,,753843447,,Arusha,ARUMERU,,MAKUMIRA,Spring,Karam,Institution,Community Water Supply ,4.14,,,,,,MAKUMIRA,25-Nov-02,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,Kikuletwa juu,
2093,11101913,1110,1913,11101913,M/KITI KIJIJI CHA NDATU AR,P.O.BOX 15 USA RIVER,,766207680,,Arusha,Arumeru,,Ndatu village,Spring,KARAM ,Small Scale Irrigation,Irrigation,,,,,,,Ndatu village,12-Apr-18,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu ,
2094,11101914,1110,1914,11101914,GOOD SAFARI ARUSHA VILLA LTD,P.O.Box 1202 Arusha,info@arushavilla.co.tz,,,Arusha,Arusha,,Ndofu,Spring,KARAMU ,Hotel,Domestic,120,,,,,,Ndofu,17-Apr-18,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
3174,11102840,1110,2840,11102840,PRAYEY  HILL ESTSTE LIMITED,P.O.BOX 16438 ARUSHA,urlmanagertz@gmail.com,0759 395969,,Arusha,Arumeru,,NDATU,Spring,KARAMU ,Urban Water Utilities Class A,Community Water Supply ,0.2,,,,36.814765,-3.34367,NDATU,7-Oct-22,New,Water Use Permit,Active,26-Oct-22,1826.25,26-Oct-27,983.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu ,
3263,3012,1171,3012,11713012,KARAMU LTD,"Box 159, Arusha",,,,Arusha,ARUMERU,Poli,Karamu Coffee Estate,Spring,KARAMU ,DOMESTIC & IRRIGATION,Irrigation,2.17,,,,96287,2581,Karamu Coffee Estate,17-Dec-59,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,kikuletwa juu,
1442,141347,1110,1347,11101347,MD-MUWSA,P.O.Box 1001  Moshi,info@muwsa.or.tz,272751164,,Kilimanjaro,Moshi,,Karanga,Spring,Karanga,Urban Water Utilities Class A,Community Water Supply ,24,,,,,,Karanga,26-Mar-14,New,Water Use Permit,Active,15-May-15,1826.25,14-May-20,-1737.75,Expired,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
3224,11102888,1133,2888,11332888,Mamlaka ya Maji Safi na Usafi wa Mazingira Mjini Moshi,P.O.BOX 1001 MOSHI,info@muwsa.or.tz,255 272 751 164,,Kilimanjaro,Moshi,Magereza,Magereza,Spring,Karanga ,Institution,Community Water Supply ,40,,,,-3.346663,37.328451,Magereza,12-Dec-22,,Water Use Permit,Active,26-Jan-23,1826.25,26-Jan-28,1075.25,Valid,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Kikuletwa,karanga,
1662,11101552,1110,1552,11101552,MOSHI URBAN WATER SUPPLY& SANITATION AUTHORITY,P.O.Box 1001 MOSHI,info@muwsa.or.tz,272751164,,Kilimanjaro,Moshi,,Karanga,Spring,karanga darajani ,Urban Water Utilities Class A,Community Water Supply ,20,,,,9630421,312911,Karanga,26-Nov-15,New,Water Use Permit,Closed,25-Jun-17,1826.25,25-Jun-22,-965.75,Expired,,,1826.25,30-Dec-04,,Expired,,1826.25,30-Dec-04,-43876.75,Not Reviewed,kikuletwa,karanga,
1110,141072,1110,1072,11101072,MWENYEKITI MFEREJI WA KAREIYA TARAWIA,P.O BOX 1165 Moshi,,765570455,,Kilimanjaro,MOSHI,,Manushi Sinde,Spring,kareiya tarawia strream,DOMESTIC & IRRIGATION,Irrigation,,,,,,,Manushi Sinde,25-Jul-11,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Karanga,
925,140802,1110,802,11100802,M/KITI MFEREJI WA KARISIA,P.O.BOX 8722,,768378103,,Kilimanjaro,Moshi,,URU,Spring,KARISIA,Small Scale Irrigation,Irrigation,2,,,,,,URU,26-Nov-11,Water Right,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,Rau,
1023,140987,1110,987,11100987,M/KITI WA CHEMCHEM YA KASHANJE,P.O.Box 9 hedaru,,688124264,,Kilimanjaro,SAME,,Gavao Saweni,Spring,Kashinje,Small Scale Irrigation,Irrigation,,,,,,,Gavao Saweni,7-Oct-10,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Mkomazi,Hingilili,
2466,2231,1110,2231,11102231,LUTHERAN CHURCH OF NOTHERN TANGANYIKA,"Box 3195, Moshi",,,,Kilimanjaro,MOSHI,,Marangu,Spring,KASUMBE ,DOMESTIC,Institution,0.31,,,,96387,3358,Marangu,28-Dec-64,Water Right,Water Right,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,himo,
1481,141386,1110,1386,11101386,C/MAN OSUPUKO COMMUNITY WATER PROJECT,P.O. Box 153-00209 loitokitoki Kenya,mpelekeshadrack@gmail.com,254 726 306 368,,Kilimanjaro,ROMBO,,Enronet (Kilimanjaro Natural Forest),Spring,KATAUTI ,CBWSO,Community Water Supply ,2,,,,,,Enronet (Kilimanjaro Natural Forest),4-Aug-14,New,Application,Active,,1826.25,30-Dec-04,-43876.75,No WUP,,,1826.25,30-Dec-04,-43876.75,Not Reviewed,,1826.25,30-Dec-04,-43876.75,Not Reviewed,Ruvu,,
