id,region,district,source_type,source_name,water_use,water_use_category,water_use_fee,amount_abstracted,amount_requested,water_source_capacity,permit_history,permit_type,activity_status,permit_status,catchment
2982,Tanga,Tanga,Borehole,Borehole,Livestock,Irrigation,300000,0.02,0.02,0.02,Water Right,Water Right,Active,Invalid,Zigi
3618,Kilimanjaro,Hai,Borehole,Borehole,Livestock,Irrigation,300000,0.08,0.08,0.08,Water Right,Water Right,Active,Invalid,Kikuletwa
3451,Kilimanjaro,Hai,Spring,NJAI ,Livestock,Irrigation,300000,0.18,0.18,,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2270,Arusha,Arusha,River,DUTTON ,Livestock,Irrigation,300000,0.2,0.2,,Water Right,Water Right,Active,Invalid,Kikuletwa
372,Kilimanjaro,Moshi,Spring,Kwa jason,Livestock,Irrigation,300000,0.25,0.25,,Water Right,Water Right,Active,Invalid,Ruvu
704,Arusha,Arusha,Spring,Burka,Livestock,Irrigation,300000,0.26,0.26,345,Water Right,Water Right,Active,Invalid,Kikuletwa
3481,Kilimanjaro,Same,Stream,MAJEVU STREAM,Livestock,Irrigation,300000,0.26,0.26,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3620,Tanga,Korogwe,River,Ruvu,Livestock,Irrigation,300000,0.3,0.3,2995.9,Water Right,Water Right,Inactive,Invalid,Pangani Mainstream
3148,Kilimanjaro,Same,Borehole,Borehole,Livestock,Irrigation,300000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Pangani Mainstream
3462,Kilimanjaro,Same,Spring,NKWIKWINI ,Livestock,Irrigation,300000,0.31,0.31,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3454,Kilimanjaro,Mwanga,River,BOKWA ,Livestock,Irrigation,300000,0.42,0.42,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3455,Kilimanjaro,Same,River,HIRIOKO ,Livestock,Irrigation,300000,0.42,0.42,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3456,Kilimanjaro,Mwanga,River,KIRURUMO ,Livestock,Irrigation,300000,0.42,0.42,54,Water Right,Water Right,Active,Invalid,Pangani Mainstream
2978,Tanga,Tanga,Borehole,Borehole,Livestock,Irrigation,300000,0.44,0.44,0.44,Water Right,Water Right,Active,Invalid,Zigi
3460,Kilimanjaro,Same,Spring,IKONGWE ,Livestock,Irrigation,300000,0.47,0.47,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3461,Kilimanjaro,Same,Spring,MYOYE ,Livestock,Irrigation,300000,0.47,0.47,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
8,Arusha,Arumeru,Spring,Kavuri,Livestock,Irrigation,300000,0.5,0.5,,Water Right,Water Right,Active,Invalid,Kikuletwa
3482,Kilimanjaro,Same,Spring,KISIMENI ,Livestock,Irrigation,301261.44,0.52,0.52,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
2233,Arusha,Arumeru,Borehole,Borehole,Livestock,Irrigation,313875.84,0.72,0.72,0.72,New,Application,Active,Invalid,Kikuletwa
3470,Tanga,Korogwe,Stream,KIDANDA STREAM,Livestock,Irrigation,318921.6,0.8,0.8,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
4,Arusha,Arumeru,Spring,Tuvaila,Livestock,Irrigation,331536,1,1,23,Water Right,Water Right,Inactive,Invalid,Kikuletwa
2272,Arusha,Arusha,River,DUTTON ,Livestock,Irrigation,352349.76,1.33,1.33,,Water Right,Water Right,Active,Invalid,Kikuletwa
3504,Kilimanjaro,Same,River,BANGALALA ,Livestock,Irrigation,366856.32,1.56,1.56,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3477,Tanga,Handeni,Dam,KWAMALINGWA DAM,Livestock,Irrigation,395869.44,2.02,2.02,76,Water Right,Water Right,Active,Invalid,Msangazi
3476,Tanga,Handeni,River,MSANGAZI ,Livestock,Irrigation,395869.44,2.02,2.02,87,Water Right,Water Right,Active,Invalid,Msangazi
3493,Tanga,Tanga,River,KWALUGENGE ,Livestock,Irrigation,432451.2,2.6,2.6,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3503,Kilimanjaro,Same,Stream,SINE STREAM,Livestock,Irrigation,432451.2,2.6,2.6,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
524,Kilimanjaro,Moshi,Spring,Mang'ola,Livestock,Irrigation,457680,3,3,,Water Right,Water Right,Active,Invalid,Ruvu
45,Arusha,Arumeru,Spring,Mambreni/Sakila,Livestock,Irrigation,501830.4,3.7,3.7,,Water Right,Water Right,Active,Invalid,Kikuletwa
3458,Kilimanjaro,Same,River,CHANJELE ,Livestock,Irrigation,564271.68,4.69,4.69,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3459,Kilimanjaro,Same,River,NDARAMA ,Livestock,Irrigation,564271.68,4.69,4.69,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3583,Arusha,Arumeru,Spring,MONGUYU ,Livestock,Irrigation,569948.16,4.78,4.78,,Water Right,Water Right,Active,Invalid,Kikuletwa
116,Arusha,Arusha,Spring,Baraa,Livestock,Irrigation,572471.04,4.82,4.82,66,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1768,Kilimanjaro,Siha,River,RONGAI ,Livestock,Irrigation,583824,5,5,19,Water Right,Water Use Permit,Active,Valid,Kikuletwa
27,Arusha,Arumeru,River,Mbembe,Livestock,Irrigation,610944.96,5.43,5.43,,Water Right,Water Right,Active,Invalid,Kikuletwa
2268,Arusha,Arusha,River,DUTTON ,Livestock,Irrigation,646896,6,6,,Water Right,Water Right,Active,Invalid,Kikuletwa
3527,Kilimanjaro,Same,River,TAE ,Livestock,Irrigation,680324.16,6.53,6.53,26.5,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3464,Kilimanjaro,Hai,River,GARARAGUA ,Livestock,Irrigation,695461.44,6.77,6.77,94,Water Right,Water Right,Inactive,Invalid,Kikuletwa
3526,Kilimanjaro,Same,River,NAKONZA ,Livestock,Irrigation,783131.52,8.16,8.16,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
266,Kilimanjaro,Siha,River,Marire,Livestock,Irrigation,1130720,10,10,23,Water Right,Water Use Permit,Active,Valid,Kikuletwa
2785,Arusha,Arumeru,Spring,Usa,Livestock,Irrigation,899184,10,10,321,Water Right,Water Right,Active,Invalid,Kikuletwa
713,Arusha,Arusha,Borehole,Borehole,Livestock,Irrigation,969193.92,11.11,11.11,11.11,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
1415,Kilimanjaro,Same,River,Pangani,Livestock,Irrigation,2160624,30,30,26000,New,Water Use Permit,Active,Invalid,Pangani Mainstream
44,Arusha,Arumeru,Spring,Mbembe,Livestock,Irrigation,2791344,40,40,,Water Right,Water Right,Active,Invalid,Kikuletwa
2275,Tanga,Handeni,Borehole,Borehole,Mining,Industry,300000,0.1,0.1,0.1,New,Application,Active,Invalid,Msangazi
2277,Tanga,Handeni,Borehole,Borehole,Mining,Industry,300000,0.1,0.1,0.1,New,Application,Active,Invalid,Msangazi
2278,Tanga,Handeni,Borehole,Borehole,Mining,Industry,300000,0.1,0.1,0.1,New,Application,Active,Invalid,Msangazi
606,Manyara,Simanjiro,Borehole,Borehole,Mining,Industry,504353.28,1.31,1.31,1.31,Water Right,Water Right,Active,Invalid,Kikuletwa
607,Manyara,Simanjiro,Borehole,Borehole,Mining,Industry,504353.28,1.31,1.31,1.31,Water Right,Water Right,Active,Invalid,Kikuletwa
608,Manyara,Simanjiro,Borehole,Borehole,Mining,Industry,504353.28,1.31,1.31,1.31,Water Right,Water Right,Active,Invalid,Kikuletwa
1477,Tanga,Handeni,Borehole,Borehole,Mining,Industry,804576,2.5,2.5,2.5,New,Water Use Permit,Active,Invalid,Msangazi
2774,Tanga,Handeni,Borehole,Borehole,Mining,Industry,1990329.6,7.2,7.2,7.2,New,Application,Active,Invalid,Pangani Kati
1948,Kilimanjaro,Hai,Borehole,Borehole,Large Scale Industry,Industry,2896736,10,10,,New,Application,Active,Invalid,Kikuletwa
3537,Arusha,Arumeru,Spring,OGUTU ,Large Scale Industry,Industry,2896736,10,10,,Water Right,Water Right,Active,Invalid,Kikuletwa
2078,Arusha,Arumeru,Spring,MBEMBE ,Large Scale Industry,Industry,2896736,10,10,25,New,Water Use Permit,Active,Valid,Kikuletwa
1792,Tanga,Pangani,River,Pangani,Large Scale Industry,Industry,2896736,10,10,36000,New,Water Use Permit,Active,Invalid,Pangani Mainstream
3487,Kilimanjaro,Rombo,River,MTIRO ,Large Scale Industry,Industry,2896736,10,10,,Water Right,Water Right,Active,Invalid,Ruvu
2210,Kilimanjaro,Moshi,River,Kongo ,Large Scale Industry,Industry,2896736,10,10,90,New,Water Use Permit,Active,Valid,Ruvu
3606,Kilimanjaro,Rombo,River,MOTALE ,Small Scale Industry,Industry,2064185.6,6.7,6.7,23.4,Water Right,Water Right,Active,Invalid,Ruvu
2079,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,1290230.4,6.78,6.78,6.78,Water Right,Water Right,Inactive,Invalid,Zigi
3619,Tanga,Pangani,River,Pangani,Small Scale Industry,Industry,843334.4,7.3,7.3,36000,Water Right,Water Right,Active,Invalid,Pangani Mainstream
3591,Tanga,Korogwe,River,MNYUZI ,Small Scale Industry,Industry,1406913.6,7.52,7.52,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
2030,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,1482600,8,8,,New,Application,Active,Invalid,Kikuletwa
161,Arusha,Arumeru,Borehole,Borehole,Small Scale Industry,Industry,1482600,8,8,8,Water Right,Water Use Permit,Active,Invalid,Kikuletwa
2850,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,1482600,8,8,8,New,Water Use Permit,Active,Valid,Kikuletwa
2061,Tanga,Tanga,River,Pangani,Small Scale Industry,Industry,1482600,8,8,55,New,Application,Active,Invalid,Zigi
2784,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,1529904,8.3,8.3,8.3,New,Water Use Permit,Active,Valid,Kikuletwa
450,Kilimanjaro,Moshi,Borehole,B/H No.2,Small Scale Industry,Industry,1529904,8.3,8.3,12,Water Right,Water Use Permit,Active,Valid,Ruvu
448,Kilimanjaro,Moshi,Borehole,KL/145/2008,Small Scale Industry,Industry,1529904,8.3,8.3,8.3,Water Right,Water Use Permit,Active,Valid,Ruvu
449,Kilimanjaro,Moshi,Borehole,KL/146/2008,Small Scale Industry,Industry,1529904,8.3,8.3,8.3,Water Right,Water Use Permit,Active,Valid,Ruvu
1782,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,2475415.04,8.33,8.33,8.33,Water Right,Water Right,Active,Invalid,Pangani Mainstream
361,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,1534634.4,8.33,8.33,8.33,Water Right,Water Right,Inactive,Invalid,Ruvu
3479,Arusha,Arusha,Borehole,AR 40/72,Large Scale Industry,Industry,1561440,8.5,8.5,8.5,Water Right,Water Right,Active,Valid,Kikuletwa
1749,Arusha,Arumeru,Borehole,Borehole,Small Scale Industry,Industry,2896736,10,10,10,New,Water Use Permit,Active,Invalid,Kikuletwa
2314,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.01,0.01,0.01,New,Water Use Permit,Active,Valid,Kikuletwa
2091,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.02,0.02,0.02,New,Water Use Permit,Active,Valid,Kikuletwa
1714,Kilimanjaro,Moshi,River,Karanga,Small Scale Industry,Industry,300000,0.02,0.02,5200,Water Right,Water Right,Active,Invalid,Ruvu
2702,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.02,0.02,0.05,New,Water Use Permit,Active,Valid,Zigi
2703,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.02,0.02,0.06,New,Water Use Permit,Active,Valid,Zigi
2397,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.03,0.03,0.03,New,Water Use Permit,Active,Valid,Kikuletwa
2399,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.05,0.05,0.05,New,Water Use Permit,Active,Valid,Kikuletwa
1289,Tanga,Korogwe,Borehole,Borehole,Small Scale Industry,Industry,300000,0.07,0.07,0.07,New,Water Use Permit,Active,Valid,Mkomazi
2945,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.07,0.07,0.07,Water Right,Water Right,Active,Invalid,Zigi
2310,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.1,0.1,0.1,New,Water Use Permit,Active,Valid,Kikuletwa
2490,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.1,0.1,0.11,New,Water Use Permit,Active,Valid,Kikuletwa
2280,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.1,0.1,0.1,New,Water Use Permit,Active,Valid,Zigi
1582,Arusha,Arumeru,Borehole,Borehole,Small Scale Industry,Industry,300000,0.12,0.12,0.12,New,Water Use Permit,Active,Valid,Kikuletwa
123,Arusha,Arusha,Borehole,AR/201/95,Small Scale Industry,Industry,300000,0.16,0.16,0.16,Water Right,Water Right,Active,Invalid,Kikuletwa
31,Arusha,Arusha,Borehole,B/H.4/87,Small Scale Industry,Industry,300000,0.18,0.18,0.18,Water Right,Water Right,Active,Invalid,Kikuletwa
3035,Tanga,Korogwe,Spring,Ngua,Small Scale Industry,Industry,300000,0.2,0.2,65,New,Water Use Permit,Active,Valid,Pangani Mainstream
2559,Kilimanjaro,Moshi,Spring,Fota spring,Small Scale Industry,Industry,300000,0.2,0.2,33.2,New,Water Use Permit,Active,Valid,Ruvu
1494,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.2,0.2,0.2,New,Water Use Permit,Active,Invalid,Zigi
2444,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.2,0.2,0.2,New,Water Use Permit,Active,Valid,Zigi
2655,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.2,0.2,0.2,New,Water Use Permit,Active,Valid,Zigi
509,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,300000,0.23,0.23,0.23,Water Right,Water Use Permit,Active,Valid,Ruvu
1633,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.23,0.23,0.23,New,Application,Inactive,Invalid,Zigi
2160,Tanga,Korogwe,River,HEWGANGA ,Small Scale Industry,Industry,300000,0.26,0.26,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1231,Tanga,Tanga,River,Zigi,Small Scale Industry,Industry,500000,0.28,0.28,822.3,Water Right,Water Right,Active,Invalid,Zigi
2652,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.3,0.3,0.3,New,Water Use Permit,Active,Valid,Zigi
2639,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.35,0.35,0.35,New,Water Use Permit,Active,Valid,Kikuletwa
2728,Kilimanjaro,Moshi,River,Kikuletwa,Small Scale Industry,Industry,300000,0.4,0.4,,New,Water Use Permit,Active,Invalid,Mkomazi
946,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.4,0.4,0.4,Water Right,Water Use Permit,Active,Valid,Zigi
3188,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.44,0.44,0.44,Water Right,Water Right,Active,Invalid,Zigi
2361,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.44,0.44,0.44,New,Application,Inactive,Invalid,Zigi
1229,Tanga,Tanga,River,Zigi,Small Scale Industry,Industry,500000,0.5,0.5,822.3,Water Right,Water Right,Active,Invalid,Zigi
2029,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,300000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
2350,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Kikuletwa
1819,Tanga,Tanga,Dam,DAM B,Small Scale Industry,Industry,300000,0.5,0.5,300,Water Right,Water Right,Active,Invalid,Zigi
2267,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Zigi
2269,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,300000,0.5,0.5,0.5,New,Water Use Permit,Active,Valid,Zigi
2757,Tanga,Handeni,Dam,Bwawa La Asili,Small Scale Industry,Industry,311037.6,0.57,0.57,0.6,Water Right,Water Use Permit,Active,Valid,Mkulumuzi
2836,Tanga,Handeni,Dam,Natural Dam,Small Scale Industry,Industry,311037.6,0.57,0.57,300,Water Right,Water Use Permit,Active,Valid,Msangazi
2756,Tanga,Handeni,River,Pangani,Small Scale Industry,Industry,311037.6,0.57,0.57,19820,Water Right,Water Use Permit,Active,Valid,Pangani Mainstream
2807,Kilimanjaro,Rombo,Lake,Chala,Small Scale Industry,Industry,311037.6,0.57,0.57,350,New,Water Use Permit,Active,Valid,Ruvu
3206,Tanga,Korogwe,Borehole,Borehole,Small Scale Industry,Industry,315768,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Pangani Mainstream
3207,Tanga,Korogwe,Borehole,Borehole,Small Scale Industry,Industry,315768,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Pangani Mainstream
3208,Tanga,Korogwe,Borehole,Borehole,Small Scale Industry,Industry,315768,0.6,0.6,0.6,New,Water Use Permit,Active,Valid,Pangani Mainstream
6,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,329959.2,0.69,0.69,0.69,Water Right,Water Use Permit,Active,Valid,Kikuletwa
3584,Arusha,Arumeru,Stream,MONGUYU STREAM,Small Scale Industry,Industry,555503.36,0.72,0.72,,Water Right,Water Right,Active,Invalid,Kikuletwa
1652,Manyara,Simanjiro,Borehole,Borehole,Small Scale Industry,Industry,583255.04,0.83,0.83,0.83,New,Application,Active,Invalid,Pangani Mainstream
1830,Kilimanjaro,Moshi,River,Karanga,Small Scale Industry,Industry,359918.4,0.88,0.88,5200,Water Right,Water Right,Active,Invalid,Ruvu
3506,Tanga,Tanga,River,MKULUMUZI ,Small Scale Industry,Industry,359918.4,0.88,0.88,90,Water Right,Water Right,Active,Invalid,Zigi
2113,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,363072,0.9,0.9,0.9,New,Water Use Permit,Active,Invalid,Ruvu
264,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,Water Right,Water Right,Active,Invalid,Kikuletwa
2428,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Kikuletwa
936,Kilimanjaro,Moshi,Spring,Kiiwewere,Small Scale Industry,Industry,378840,1,1,,Water Right,Water Use Permit,Active,Invalid,Ruvu
2116,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Ruvu
2279,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Zigi
2355,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Zigi
2356,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Zigi
2457,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Zigi
2283,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,378840,1,1,1,New,Water Use Permit,Active,Valid,Zigi
2939,Tanga,Lushoto,River,MBUGUI ,Small Scale Industry,Industry,646327.04,1.08,1.08,,Water Right,Water Right,Active,Invalid,Umba
2393,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,394608,1.1,1.1,1.1,New,Water Use Permit,Active,Valid,Kikuletwa
2633,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,394608,1.1,1.1,1.1,New,Water Use Permit,Active,Valid,Kikuletwa
3150,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,394608,1.1,1.1,1.1,New,Application,Active,Invalid,Pangani Mainstream
3149,Kilimanjaro,Same,Borehole,Borehole,Small Scale Industry,Industry,394608,1.1,1.1,1.1,New,Application,Active,Invalid,Pangani Mainstream
3401,Tanga,Korogwe,Dam,DAM & PONG,Small Scale Industry,Industry,656418.56,1.12,1.12,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
701,Arusha,Arusha,Borehole,AR/519/99,Small Scale Industry,Industry,410376,1.2,1.2,1.2,Water Right,Water Right,Active,Invalid,Kikuletwa
167,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,422990.4,1.28,1.28,1.28,Water Right,Water Right,Inactive,Invalid,Kikuletwa
1449,Arusha,Arumeru,Borehole,Borehole,Small Scale Industry,Industry,426144,1.3,1.3,1.3,New,Water Use Permit,Active,Invalid,Kikuletwa
1464,Kilimanjaro,Hai,Spring,NADELI ,Small Scale Industry,Industry,426144,1.3,1.3,13,New,Water Use Permit,Active,Invalid,Kikuletwa
2533,Tanga,Pangani,Dam,DAM,Small Scale Industry,Industry,426144,1.3,1.3,1.4,New,Water Use Permit,Active,Valid,Mkulumuzi
2530,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,426144,1.3,1.3,1.3,New,Water Use Permit,Active,Valid,Pangani Mainstream
1299,Manyara,Simanjiro,Borehole,Borehole,Small Scale Industry,Industry,440335.2,1.39,1.39,1.39,New,Application,Active,Invalid,Kikuletwa
1603,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,440335.2,1.39,1.39,1.39,New,Application,Active,Invalid,Zigi
1376,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,441912,1.4,1.4,1.4,New,Water Use Permit,Active,Valid,Ruvu
3192,Tanga,Korogwe,Borehole,BH,Small Scale Industry,Industry,457680,1.5,1.5,1.5,New,Application,Active,Invalid,Pangani Mainstream
2519,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,457680,1.5,1.5,1.5,New,Water Use Permit,Active,Valid,Pangani Mainstream
1689,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,457680,1.5,1.5,1.5,New,Water Use Permit,Active,Invalid,Zigi
1690,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,457680,1.5,1.5,1.5,New,Water Use Permit,Active,Invalid,Zigi
2518,Tanga,Muheza,Borehole,Borehole,Small Scale Industry,Industry,457680,1.5,1.5,1.5,New,Water Use Permit,Active,Valid,Zigi
1890,Arusha,Arumeru,Borehole,Borehole,Small Scale Industry,Industry,473448,1.6,1.6,1.6,New,Water Use Permit,Active,Valid,Kikuletwa
2524,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,473448,1.6,1.6,1.6,New,Water Use Permit,Active,Valid,Pangani Mainstream
1727,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,473448,1.6,1.6,1.6,New,Application,Active,Invalid,Zigi
3593,Tanga,Tanga,Dam,DAM ON MKULUMUZI ,Small Scale Industry,Industry,498676.8,1.76,1.76,77.66,Water Right,Water Right,Active,Invalid,Zigi
1648,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,504984,1.8,1.8,1.8,New,Water Use Permit,Active,Invalid,Kikuletwa
1646,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,504984,1.8,1.8,1.8,New,Water Use Permit,Active,Valid,Kikuletwa
2521,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,504984,1.8,1.8,1.8,New,Water Use Permit,Active,Valid,Pangani Mainstream
3185,Tanga,Handeni,Borehole,Borehole,Small Scale Industry,Industry,512868,1.85,1.85,1.85,New,Application,Active,Invalid,Msangazi
2689,Kilimanjaro,Hai,Borehole,Borehole,Small Scale Industry,Industry,520752,1.9,1.9,1.9,New,Water Use Permit,Active,Valid,Kikuletwa
3565,Tanga,Korogwe,River,MKOMAZI ,Small Scale Industry,Industry,878432,2,2,,Water Right,Water Right,Active,Invalid,Pangani Mainstream
1649,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,536520,2,2,2,New,Water Use Permit,Active,Invalid,Kikuletwa
1468,Arusha,Arumeru,Spring,Maksoro,Small Scale Industry,Industry,536520,2,2,22,New,Water Use Permit,Active,Invalid,Kikuletwa
2346,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,536520,2,2,2,New,Water Use Permit,Active,Valid,Kikuletwa
2701,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,536520,2,2,2,New,Water Use Permit,Active,Valid,Kikuletwa
1503,Arusha,Arumeru,Spring,Petro,Small Scale Industry,Industry,536520,2,2,,New,Water Use Permit,Active,Valid,Kikuletwa
2526,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,536520,2,2,2,New,Water Use Permit,Active,Valid,Pangani Mainstream
2824,Kilimanjaro,Same,Spring,MWAKOVA,Small Scale Industry,Industry,536520,2,2,,New,Water Use Permit,Active,Valid,Pangani Mainstream
1636,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,536520,2,2,2,New,Application,Active,Invalid,Zigi
1675,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,552288,2.1,2.1,2.1,New,Water Use Permit,Active,Valid,Ruvu
1968,Kilimanjaro,Moshi,Borehole,Borehole,Small Scale Industry,Industry,568056,2.2,2.2,2.2,New,Water Use Permit,Active,Invalid,Ruvu
2670,Tanga,Tanga,River,Zigi,Small Scale Industry,Industry,568056,2.2,2.2,822,Water Right,Water Right,Active,Invalid,Zigi
725,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,571209.6,2.22,2.22,2.22,Water Right,Application,Inactive,Invalid,Zigi
2498,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,583824,2.3,2.3,2.3,New,Application,Active,Invalid,Kikuletwa
2779,Arusha,Arusha,Borehole,Borehole,Small Scale Industry,Industry,583824,2.3,2.3,2.3,New,Water Use Permit,Active,Valid,Kikuletwa
2514,Tanga,Muheza,Borehole,Borehole,Small Scale Industry,Industry,583824,2.3,2.3,2.3,New,Water Use Permit,Active,Valid,Zigi
1594,Kilimanjaro,Siha,Borehole,Borehole,Small Scale Industry,Industry,599592,2.4,2.4,2.4,New,Water Use Permit,Active,Invalid,Kikuletwa
3173,Tanga,Tanga,Borehole,Borehole,Small Scale Industry,Industry,620090.4,2.53,2.53,2.53,Water Right,Water Right,Active,Invalid,Zigi
1273,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Invalid,Pangani Mainstream
1272,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Valid,Pangani Mainstream
2525,Tanga,Pangani,Borehole,Borehole,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Valid,Pangani Mainstream
1270,Kilimanjaro,Mwanga,Borehole,kifaru,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Valid,Pangani Mainstream
1895,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Valid,Ruvu
1896,Kilimanjaro,Mwanga,Borehole,Borehole,Small Scale Industry,Industry,646896,2.7,2.7,2.7,New,Water Use Permit,Active,Valid,Ruvu
